Recebimentos;;;;;;;;;
Tipo;FormaPagamento;Pagamento;Crédito;Valor;ValorLiquido;Pedido;Colaborador;Id Caixa;Unidade
Recebimento - Vendas;Cartão de Crédito Mastercard;16/05/2022 12:35:37;17/05/2022;R$ 23,00;R$ 22,48;147830;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;16/05/2022 12:32:14;17/05/2022;R$ 17,00;R$ 16,71;147821;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 12:31:02;16/05/2022;R$ 10,00;R$ 10,00;147829;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 12:29:59;16/05/2022;R$ 21,50;R$ 21,50;147828;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;16/05/2022 12:28:51;16/05/2022;R$ 22,00;R$ 22,00;147827;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 12:27:41;16/05/2022;R$ 14,00;R$ 14,00;147810;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;16/05/2022 12:25:53;16/05/2022;R$ 22,00;R$ 22,00;147826;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 12:02:36;16/05/2022;R$ 4,00;R$ 4,00;147825;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;16/05/2022 11:57:39;17/05/2022;R$ 10,00;R$ 9,83;147824;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 11:56:52;16/05/2022;R$ 16,00;R$ 16,00;147823;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;16/05/2022 11:55:05;17/05/2022;R$ 25,50;R$ 25,07;147822;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 11:46:47;16/05/2022;R$ 5,00;R$ 5,00;147820;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;16/05/2022 11:46:34;17/05/2022;R$ 6,00;R$ 5,89;147819;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 11:43:44;31/05/2022;R$ 32,99;R$ 29,03;147818;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 11:40:57;31/05/2022;R$ 29,49;R$ 25,95;147817;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 11:39:26;31/05/2022;R$ 24,99;R$ 21,99;147816;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 11:38:26;31/05/2022;R$ 32,99;R$ 29,03;147815;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 11:31:32;31/05/2022;R$ 27,99;R$ 24,63;147813;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 11:30:49;31/05/2022;R$ 27,99;R$ 24,63;147812;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 11:29:37;31/05/2022;R$ 23,99;R$ 21,11;147811;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 11:04:05;16/05/2022;R$ 12,50;R$ 12,50;147809;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 11:01:54;16/05/2022;R$ 20,00;R$ 20,00;147808;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;16/05/2022 10:51:19;17/05/2022;R$ 45,00;R$ 44,24;147807;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;16/05/2022 10:43:15;17/05/2022;R$ 30,00;R$ 29,33;147806;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;16/05/2022 10:42:07;17/05/2022;R$ 16,00;R$ 15,73;147805;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;16/05/2022 10:29:28;17/05/2022;R$ 11,00;R$ 10,75;147803;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 10:25:35;16/05/2022;R$ 8,00;R$ 8,00;147802;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;16/05/2022 10:14:23;16/05/2022;R$ 32,00;R$ 31,24;147801;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;16/05/2022 10:01:45;17/05/2022;R$ 27,00;R$ 26,54;147792;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;16/05/2022 09:53:49;17/05/2022;R$ 58,00;R$ 57,02;147800;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;16/05/2022 09:48:33;17/05/2022;R$ 28,50;R$ 27,86;147799;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;16/05/2022 09:45:07;16/05/2022;R$ 12,00;R$ 12,00;147798;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;16/05/2022 09:43:51;17/05/2022;R$ 18,00;R$ 17,69;147797;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;16/05/2022 09:43:12;17/05/2022;R$ 17,00;R$ 16,62;147796;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;16/05/2022 09:38:37;16/05/2022;R$ 16,50;R$ 16,50;147795;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 09:36:47;31/05/2022;R$ 23,99;R$ 21,11;147794;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 09:35:50;31/05/2022;R$ 28,98;R$ 25,50;147793;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 09:03:24;31/05/2022;R$ 23,99;R$ 21,11;147791;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 09:02:06;31/05/2022;R$ 36,99;R$ 32,55;147790;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;16/05/2022 09:00:39;31/05/2022;R$ 32,99;R$ 29,03;147789;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;16/05/2022 08:57:51;17/05/2022;R$ 4,00;R$ 3,93;147788;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;16/05/2022 08:46:21;17/05/2022;R$ 21,00;R$ 20,64;147787;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;16/05/2022 08:24:28;17/05/2022;R$ 14,50;R$ 14,25;147786;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;16/05/2022 08:15:33;17/05/2022;R$ 31,00;R$ 30,47;147784;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 07:59:11;16/05/2022;R$ 8,00;R$ 8,00;147785;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;16/05/2022 07:44:45;16/05/2022;R$ 9,00;R$ 9,00;147783;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;16/05/2022 07:41:29;17/05/2022;R$ 15,00;R$ 14,66;147782;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;16/05/2022 07:34:36;17/05/2022;R$ 10,00;R$ 9,77;147781;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;16/05/2022 07:32:22;17/05/2022;R$ 17,00;R$ 16,71;147780;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 07:25:04;16/05/2022;R$ 11,00;R$ 11,00;147779;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;16/05/2022 07:14:10;16/05/2022;R$ 8,50;R$ 8,50;147777;1-Gleica;1800;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Outros;15/06/2022 20:14:46;17/06/2022;R$ 46,50;R$ 45,59;153659;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 20:06:07;15/06/2022;R$ 27,00;R$ 27,00;153658;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 20:03:40;17/06/2022;R$ 15,00;R$ 14,74;153559;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 20:01:17;17/06/2022;R$ 24,00;R$ 23,59;153637;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 19:53:43;15/06/2022;R$ 10,00;R$ 10,00;153655;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 19:53:01;17/06/2022;R$ 14,00;R$ 13,68;153654;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:50:54;30/06/2022;R$ 35,99;R$ 31,67;153653;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 19:39:39;17/06/2022;R$ 36,00;R$ 35,20;153650;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 19:36:28;17/06/2022;R$ 48,00;R$ 47,19;153649;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 19:35:22;15/06/2022;R$ 30,00;R$ 30,00;153648;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 19:33:23;15/06/2022;R$ 21,00;R$ 21,00;153647;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 19:32:00;17/06/2022;R$ 23,50;R$ 23,10;153646;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:28:16;30/06/2022;R$ 29,99;R$ 26,39;153644;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:27:24;30/06/2022;R$ 28,99;R$ 25,51;153642;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 19:26:44;15/06/2022;R$ 20,00;R$ 20,00;153643;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:25:10;30/06/2022;R$ 53,99;R$ 47,51;153641;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;15/06/2022 19:22:54;17/06/2022;R$ 12,00;R$ 11,73;153640;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:22:26;30/06/2022;R$ 34,99;R$ 30,79;153639;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:20:15;30/06/2022;R$ 21,99;R$ 19,35;153635;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;15/06/2022 19:20:09;15/06/2022;R$ 6,00;R$ 6,00;153635;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 19:19:09;15/06/2022;R$ 12,00;R$ 12,00;153638;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 19:18:32;15/06/2022;R$ 8,00;R$ 8,00;153634;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 19:15:26;15/06/2022;R$ 8,00;R$ 8,00;153636;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 19:14:55;15/06/2022;R$ 12,00;R$ 12,00;153603;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 19:14:28;17/06/2022;R$ 14,00;R$ 13,68;153557;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Vale Refeição Outros;15/06/2022 19:13:56;17/06/2022;R$ 16,00;R$ 15,52;153566;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:07:32;30/06/2022;R$ 21,99;R$ 19,35;153633;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:07:21;30/06/2022;R$ 6,00;R$ 5,28;153633;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:06:03;30/06/2022;R$ 54,49;R$ 47,95;153632;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:03:56;30/06/2022;R$ 48,49;R$ 42,67;153631;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:01:30;30/06/2022;R$ 28,99;R$ 25,51;153630;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 19:00:47;30/06/2022;R$ 26,99;R$ 23,75;153629;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:59:33;30/06/2022;R$ 23,99;R$ 21,11;153628;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:58:01;30/06/2022;R$ 33,99;R$ 29,91;153627;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;15/06/2022 18:57:55;15/06/2022;R$ 6,00;R$ 6,00;153627;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;15/06/2022 18:56:35;15/06/2022;R$ 21,99;R$ 21,99;153626;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;15/06/2022 18:56:27;15/06/2022;R$ 6,00;R$ 6,00;153626;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:54:41;30/06/2022;R$ 21,99;R$ 19,35;153625;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;15/06/2022 18:54:36;15/06/2022;R$ 6,00;R$ 6,00;153625;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:53:23;30/06/2022;R$ 26,79;R$ 23,57;153623;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 18:52:43;17/06/2022;R$ 18,00;R$ 17,60;153624;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:50:53;30/06/2022;R$ 30,99;R$ 27,27;153622;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;15/06/2022 18:50:48;15/06/2022;R$ 6,00;R$ 6,00;153622;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 18:49:51;17/06/2022;R$ 71,50;R$ 70,29;153613;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:47:45;30/06/2022;R$ 27,49;R$ 24,19;153621;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:46:19;30/06/2022;R$ 18,99;R$ 16,71;153620;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;15/06/2022 18:46:14;15/06/2022;R$ 6,00;R$ 6,00;153620;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:45:14;30/06/2022;R$ 24,99;R$ 21,99;153619;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;15/06/2022 18:45:10;15/06/2022;R$ 6,00;R$ 6,00;153619;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:43:51;30/06/2022;R$ 26,99;R$ 23,75;153618;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:42:42;30/06/2022;R$ 21,99;R$ 19,35;153617;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;15/06/2022 18:42:38;15/06/2022;R$ 6,00;R$ 6,00;153617;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 18:41:39;30/06/2022;R$ 27,99;R$ 24,63;153616;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 18:31:25;17/06/2022;R$ 5,00;R$ 4,91;153615;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 18:30:53;15/06/2022;R$ 15,00;R$ 15,00;153614;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;15/06/2022 18:19:39;17/06/2022;R$ 23,00;R$ 22,48;153531;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 18:18:07;17/06/2022;R$ 13,50;R$ 13,27;153486;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 18:17:34;17/06/2022;R$ 38,00;R$ 37,36;153612;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 18:14:15;15/06/2022;R$ 11,00;R$ 11,00;153610;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Elo;15/06/2022 18:10:22;15/06/2022;R$ 17,00;R$ 16,47;153609;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 18:09:29;17/06/2022;R$ 31,00;R$ 30,31;153608;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 18:08:23;17/06/2022;R$ 40,00;R$ 39,11;153607;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;15/06/2022 18:02:53;15/06/2022;R$ 10,00;R$ 9,76;153606;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 18:02:29;17/06/2022;R$ 6,00;R$ 5,89;153595;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;15/06/2022 17:53:47;30/06/2022;R$ 20,00;R$ 17,60;153601;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 17:48:34;15/06/2022;R$ 10,00;R$ 10,00;153605;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 17:46:53;17/06/2022;R$ 28,00;R$ 27,52;153604;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;15/06/2022 17:44:45;17/06/2022;R$ 10,00;R$ 9,77;153602;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 17:33:32;17/06/2022;R$ 19,00;R$ 18,68;153600;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 17:32:16;15/06/2022;R$ 33,00;R$ 33,00;153599;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 17:26:34;17/06/2022;R$ 6,00;R$ 5,89;153598;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 17:24:18;17/06/2022;R$ 26,00;R$ 25,56;153527;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 17:23:24;17/06/2022;R$ 35,00;R$ 34,41;153596;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 17:20:27;15/06/2022;R$ 23,00;R$ 23,00;153594;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 17:17:51;15/06/2022;R$ 17,50;R$ 17,50;153591;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 17:16:58;17/06/2022;R$ 26,00;R$ 25,56;153590;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 17:08:01;15/06/2022;R$ 96,00;R$ 96,00;153588;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 17:03:51;15/06/2022;R$ 70,00;R$ 70,00;153587;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 17:02:34;17/06/2022;R$ 18,00;R$ 17,69;153586;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 17:01:58;17/06/2022;R$ 17,00;R$ 16,71;153585;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 17:00:25;17/06/2022;R$ 14,00;R$ 13,76;153580;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 16:53:43;15/06/2022;R$ 10,00;R$ 10,00;153584;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 16:51:39;17/06/2022;R$ 17,00;R$ 16,71;153583;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 16:50:39;17/06/2022;R$ 36,00;R$ 35,20;153582;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 16:48:26;17/06/2022;R$ 16,00;R$ 15,64;153581;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 16:48:04;17/06/2022;R$ 28,00;R$ 27,52;153581;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;15/06/2022 16:41:42;17/06/2022;R$ 13,00;R$ 12,71;153579;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 16:37:30;17/06/2022;R$ 17,00;R$ 16,71;153578;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 16:36:10;17/06/2022;R$ 15,00;R$ 14,66;153577;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;15/06/2022 16:31:38;17/06/2022;R$ 39,00;R$ 38,34;153576;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;15/06/2022 16:29:32;15/06/2022;R$ 15,00;R$ 14,64;153575;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 16:26:18;17/06/2022;R$ 15,00;R$ 14,74;153574;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 16:24:35;17/06/2022;R$ 40,00;R$ 39,32;153573;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 16:18:31;17/06/2022;R$ 12,00;R$ 11,73;153517;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 16:17:50;17/06/2022;R$ 80,00;R$ 78,65;153548;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;15/06/2022 16:04:54;17/06/2022;R$ 18,00;R$ 17,60;153570;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 16:02:32;17/06/2022;R$ 30,00;R$ 29,49;153569;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 15:59:16;15/06/2022;R$ 34,00;R$ 34,00;153568;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 15:58:39;17/06/2022;R$ 4,00;R$ 3,93;153567;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 15:57:07;15/06/2022;R$ 18,00;R$ 18,00;153565;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 15:54:30;15/06/2022;R$ 17,00;R$ 17,00;153564;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 15:52:01;15/06/2022;R$ 18,00;R$ 18,00;153562;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;15/06/2022 15:47:24;15/06/2022;R$ 14,00;R$ 14,00;153561;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;15/06/2022 15:45:25;17/06/2022;R$ 12,00;R$ 11,79;153560;1-Gleica;1830;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;15/06/2022 15:42:23;17/06/2022;R$ 9,00;R$ 8,80;153552;1-Gleica;1830;Inverno D´Italia Bragança Paulista
